model,suite_id,ok,score,elapsed_s,cost_usd,input_tokens,output_tokens,total_tokens
grok-code-fast-1,jwt_algorithm_confusion,True,0.8,5.122124195098877,0.0007120000000000001,275,438,0
gemini-2.5-flash,insecure_direct_object_reference,False,0.0,0.08879613876342773,,0,0,0
gemini-2.5-flash-lite,jwt_algorithm_confusion,True,0.8,6.957743167877197,0.0002967,88,1956,2044
claude-sonnet-4,jwt_algorithm_confusion,True,0.8,15.702840089797974,0.012609,93,822,915
gpt-4o-mini,jwt_algorithm_confusion,True,0.8,12.04766297340393,0.0003938999999999999,82,636,718
grok-3,jwt_algorithm_confusion,True,0.6,16.59031105041504,0.011763000000000001,81,768,0
grok-3-mini,jwt_algorithm_confusion,True,0.0,11.241127014160156,9.510000000000001e-05,82,141,0
deepseek-reasoner,jwt_algorithm_confusion,True,0.6,23.855629205703735,0.0012331900000000001,88,541,0
gemini-2.0-flash,insecure_direct_object_reference,False,0.0,0.08731603622436523,,0,0,0
grok-3,jwt_algorithm_confusion,True,0.8,27.750732898712158,0.011763000000000001,81,768,0
gpt-5,insecure_direct_object_reference,True,0.25,13.69284701347351,0.006834000000000001,98,436,534
deepseek-chat,insecure_direct_object_reference,True,0.4,4.772531986236572,1.7360000000000003e-05,80,22,0
deepseek-chat,insecure_direct_object_reference,True,0.4,3.8892271518707275,1.7080000000000002e-05,80,21,0
gpt-4o,insecure_direct_object_reference,True,0.45,8.181617975234985,0.006345,78,615,693
gemini-2.0-flash-lite,insecure_direct_object_reference,False,0.0,0.10101199150085449,,0,0,0
claude-opus-4,insecure_direct_object_reference,True,0.6,16.512418746948242,0.079665,96,1043,1139
deepseek-reasoner,insecure_direct_object_reference,True,0.4,12.843570947647095,0.0005389399999999999,80,226,0
gpt-5-mini,insecure_direct_object_reference,True,0.45,8.874037027359009,0.0021049999999999997,77,507,584
gemini-2.5-flash-lite,insecure_direct_object_reference,True,0.6,6.09133505821228,0.000332775,82,2198,2280
gemini-2.5-flash,weak_cryptography,False,0.0,0.08507609367370605,,0,0,0
grok-4,insecure_direct_object_reference,True,0.2,20.706743001937866,0.007836,752,372,0
grok-3,insecure_direct_object_reference,True,0.6,21.759633779525757,0.011751000000000001,77,768,0
grok-code-fast-1,insecure_direct_object_reference,True,0.2,7.153969049453735,0.0006347,271,387,0
claude-sonnet-4,insecure_direct_object_reference,True,0.6,17.973002195358276,0.017253,96,1131,1227
grok-3,insecure_direct_object_reference,True,0.6,19.133589029312134,0.011751000000000001,77,768,0
grok-3-mini,insecure_direct_object_reference,True,0.0,14.712810039520264,0.00014439999999999999,78,242,0
gemini-2.0-flash,weak_cryptography,False,0.0,0.10663199424743652,,0,0,0
deepseek-chat,weak_cryptography,True,0.6,6.816424131393433,2.9540000000000002e-05,83,64,0
gpt-4o,weak_cryptography,True,0.3,6.829453945159912,0.0055000000000000005,76,531,607
claude-opus-4,weak_cryptography,True,0.45,13.289108991622925,0.052079999999999994,92,676,768
gpt-4o-mini,insecure_direct_object_reference,True,0.6,25.73543620109558,0.0005438999999999999,78,887,965
deepseek-chat,weak_cryptography,True,0.6,6.553162097930908,3.0100000000000003e-05,83,66,0
gemini-2.0-flash-lite,weak_cryptography,False,0.0,0.08492898941040039,,0,0,0
claude-sonnet-4,weak_cryptography,True,0.45,13.520761966705322,0.011301,92,735,827
grok-3,weak_cryptography,True,0.45,18.600597143173218,0.011745,75,768,0
grok-4,weak_cryptography,True,0.25,21.484479904174805,0.00864,750,426,0
gpt-5,weak_cryptography,True,0.4,22.600468158721924,0.005627999999999999,96,356,452
gemini-2.5-flash,hardcoded_secrets,False,0.0,0.10486507415771484,,0,0,0
gemini-2.5-flash-lite,weak_cryptography,True,0.45,4.526977062225342,0.000254775,90,1676,1766
gpt-5-mini,weak_cryptography,True,0.6,9.201322793960571,0.0019790000000000003,75,476,551
grok-code-fast-1,weak_cryptography,True,0.4,5.3661110401153564,0.0007212999999999999,269,445,0
gpt-4o-mini,weak_cryptography,True,0.45,18.540234804153442,0.0004482,76,728,804
gpt-5,hardcoded_secrets,True,1.0,10.603184700012207,0.006504,133,407,540
grok-3-mini,weak_cryptography,True,0.2,13.639652967453003,0.0001083,76,171,0
gemini-2.0-flash,hardcoded_secrets,False,0.0,0.09280681610107422,,0,0,0
grok-3,hardcoded_secrets,True,0.65,12.088792085647583,0.011850000000000001,110,768,0
deepseek-chat,hardcoded_secrets,True,0.6,7.309627294540405,3.7800000000000004e-05,126,72,0
claude-opus-4,hardcoded_secrets,True,0.8,14.41148591041565,0.060090000000000005,141,773,914
deepseek-reasoner,weak_cryptography,True,0.6,32.05194330215454,0.00162683,83,722,0
grok-4,hardcoded_secrets,True,0.25,16.745382070541382,0.008475,785,408,0
gemini-2.0-flash-lite,hardcoded_secrets,False,0.0,0.10680890083312988,,0,0,0
grok-3,weak_cryptography,True,0.5,29.77813982963562,0.011745,75,768,0
deepseek-chat,hardcoded_secrets,True,0.65,7.8762171268463135,4.368e-05,126,93,0
gemini-2.5-flash-lite,hardcoded_secrets,True,0.65,5.356729030609131,0.000284775,110,1871,1981
claude-sonnet-4,hardcoded_secrets,True,0.85,12.183876276016235,0.009167999999999999,141,583,724
gemini-2.5-flash,weak_tls_configuration,False,0.0,0.08776593208312988,,0,0,0
grok-3,hardcoded_secrets,True,0.85,12.496490001678467,0.011850000000000001,110,768,0
grok-code-fast-1,hardcoded_secrets,True,0.25,4.810574769973755,0.0005662999999999999,304,337,0
gpt-4o-mini,hardcoded_secrets,True,0.85,13.629871129989624,0.00048674999999999993,113,783,896
deepseek-reasoner,hardcoded_secrets,True,0.25,27.87761878967285,0.00144243,126,627,0
gpt-4o,hardcoded_secrets,True,0.65,19.59551692008972,0.005702499999999999,113,542,655
gpt-5,weak_tls_configuration,True,1.0,9.680274963378906,0.007947,94,511,605
gemini-2.0-flash,weak_tls_configuration,False,0.0,0.09609293937683105,,0,0,0
grok-3-mini,hardcoded_secrets,True,0.4,13.84240198135376,9.18e-05,111,117,0
deepseek-chat,weak_tls_configuration,True,0.2,4.554678916931152,2.184e-05,104,26,0
gpt-5-mini,hardcoded_secrets,True,0.8,23.271997213363647,0.001916,112,451,563
deepseek-chat,weak_tls_configuration,True,0.2,4.942333936691284,2.212e-05,104,27,0
claude-opus-4,weak_tls_configuration,True,1.0,17.54529881477356,0.08883,117,1161,1278
gemini-2.0-flash-lite,weak_tls_configuration,False,0.0,0.09360575675964355,,0,0,0
gpt-4o,weak_tls_configuration,True,0.8,10.361958980560303,0.0061475,95,591,686
grok-4,weak_tls_configuration,True,0.4,16.77496910095215,0.007737,769,362,0
grok-3,weak_tls_configuration,True,1.0,17.28068995475769,0.011802,94,768,0
gemini-2.5-flash-lite,weak_tls_configuration,True,1.0,5.0477728843688965,0.00033052499999999997,102,2178,2280
gemini-2.5-flash,insecure_deserialization,False,0.0,0.10532665252685547,,0,0,0
gpt-5-mini,weak_tls_configuration,True,1.0,10.833525896072388,0.002062,94,492,586
claude-sonnet-4,weak_tls_configuration,True,1.0,14.494590044021606,0.012606000000000001,117,817,934
grok-code-fast-1,weak_tls_configuration,True,0.8,6.177642107009888,0.0006711,288,409,0
gpt-5,insecure_deserialization,True,0.6,7.294985055923462,0.007488,91,481,572
gpt-4o-mini,weak_tls_configuration,True,0.8,13.542196989059448,0.00039825,95,640,735
grok-3-mini,weak_tls_configuration,True,0.6,11.996201992034912,0.0001605,95,264,0
gemini-2.0-flash,insecure_deserialization,False,0.0,0.09950518608093262,,0,0,0
deepseek-chat,insecure_deserialization,True,0.6,7.238115072250366,4.088e-05,102,95,0
grok-3,weak_tls_configuration,True,0.8,22.683324098587036,0.011802,94,768,0
deepseek-reasoner,weak_tls_configuration,True,0.0,32.81883406639099,0.00173912,104,768,0
claude-opus-4,insecure_deserialization,True,0.8,16.797415018081665,0.078465,111,1024,1135
deepseek-chat,insecure_deserialization,True,0.6,7.169069766998291,4.032e-05,102,93,0
gemini-2.0-flash-lite,insecure_deserialization,False,0.0,0.11153006553649902,,0,0,0
grok-4,insecure_deserialization,True,0.6,19.869708776474,0.009711000000000001,767,494,0
gpt-4o,insecure_deserialization,True,0.65,14.24205493927002,0.00608,92,585,677
gpt-5-mini,insecure_deserialization,True,0.65,8.854170083999634,0.002007,91,479,570
gemini-2.5-flash-lite,insecure_deserialization,True,0.65,5.109993934631348,0.0002380125,103,1561,1664
gemini-2.5-flash,xml_external_entity,False,0.0,0.10423493385314941,,0,0,0
claude-sonnet-4,insecure_deserialization,True,1.0,17.60183882713318,0.015587999999999998,111,1017,1128
gpt-4o-mini,insecure_deserialization,True,0.65,10.718582153320312,0.000372,92,597,689
grok-3,insecure_deserialization,True,0.65,18.945408821105957,0.011796000000000001,92,768,0
deepseek-reasoner,insecure_deserialization,True,0.6,25.163622856140137,0.0012343199999999997,102,538,0
grok-code-fast-1,insecure_deserialization,True,0.8,9.365952014923096,0.0007547,286,465,0
grok-3-mini,insecure_deserialization,True,0.4,13.696279048919678,0.0001509,93,246,0
gemini-2.0-flash,xml_external_entity,False,0.0,0.09018802642822266,,0,0,0
deepseek-chat,xml_external_entity,True,0.6,8.423809051513672,5.4040000000000004e-05,116,135,0
gpt-4o,xml_external_entity,True,1.0,9.588799238204956,0.0062475000000000004,103,599,702
grok-3,insecure_deserialization,True,0.85,35.70369601249695,0.011796000000000001,92,768,0
grok-4,xml_external_entity,True,0.4,17.721812963485718,0.0069,780,304,0
claude-opus-4,xml_external_entity,True,1.0,19.93807601928711,0.095355,127,1246,1373
gemini-2.0-flash-lite,xml_external_entity,False,0.0,0.08808493614196777,,0,0,0
gpt-5,xml_external_entity,True,1.0,22.07158899307251,0.008799,123,562,685
deepseek-chat,xml_external_entity,True,0.4,6.707408905029297,4.424e-05,116,100,0
gemini-2.5-flash-lite,xml_external_entity,True,0.8,5.426800012588501,0.00029992499999999993,106,1973,2079
grok-code-fast-1,xml_external_entity,True,0.4,5.062205791473389,0.0004063,299,231,0
gpt-5-mini,xml_external_entity,True,0.4,9.752899169921875,0.0019420000000000001,102,460,562
gpt-5,ssrf_basic,True,1.0,7.881263017654419,0.006963,36,457,493
gpt-4o-mini,xml_external_entity,True,0.8,14.416322946548462,0.00049785,103,804,907
grok-3-mini,xml_external_entity,True,0.4,13.735880851745605,9.83e-05,106,133,0
claude-opus-4,ssrf_basic,True,1.0,10.055635213851929,0.030495,38,399,437
claude-sonnet-4,xml_external_entity,True,1.0,26.81629514694214,0.025116,127,1649,1776
grok-4,ssrf_basic,True,1.0,10.159600019454956,0.006978,711,323,0
gemini-2.0-flash,ssrf_basic,False,0.0,0.10310673713684082,,0,0,0
gpt-4o,ssrf_basic,True,0.6666666666666666,3.611562967300415,0.0019825000000000003,37,189,226
grok-3,xml_external_entity,True,0.8,32.66506099700928,0.011835,105,768,0
deepseek-reasoner,xml_external_entity,True,0.0,34.05171728134155,0.0017457199999999999,116,768,0
grok-3,xml_external_entity,True,0.8,29.008296012878418,0.011835,105,768,0
deepseek-chat,ssrf_basic,True,0.6666666666666666,7.243397951126099,2.9680000000000004e-05,38,87,0
gemini-2.0-flash-lite,ssrf_basic,False,0.0,0.10872912406921387,,0,0,0
gpt-4o-mini,ssrf_basic,True,0.6666666666666666,1.8004858493804932,0.00012974999999999998,37,207,244
gemini-2.5-flash,ssrf_basic,True,0.6666666666666666,15.474806070327759,0.000296625,35,980,1015
gpt-5-mini,ssrf_basic,True,1.0,4.87608003616333,0.001148,36,278,314
deepseek-chat,ssrf_basic,True,0.6666666666666666,6.221420049667358,2.576e-05,38,73,0
gemini-2.5-flash,ssrf_vulnerable_code,False,0.0,0.11786770820617676,,0,0,0
deepseek-reasoner,ssrf_basic,True,0.6666666666666666,12.495877027511597,0.00049175,38,215,0
gemini-2.5-flash-lite,ssrf_basic,True,0.6666666666666666,4.5309789180755615,0.0002483625,35,1647,1682
claude-sonnet-4,ssrf_basic,True,1.0,10.004270792007446,0.005904,38,386,424
grok-code-fast-1,ssrf_basic,True,1.0,5.045839071273804,0.000577,230,354,0
grok-3-mini,ssrf_basic,True,0.3333333333333333,11.75462818145752,0.0001941,37,366,0
grok-3,ssrf_basic,True,1.0,18.726502895355225,0.006422999999999999,36,421,0
gemini-2.0-flash,ssrf_vulnerable_code,False,0.0,0.10403084754943848,,0,0,0
gpt-4o,ssrf_vulnerable_code,True,0.65,10.417711973190308,0.0065425,125,623,748
grok-3,ssrf_basic,True,1.0,26.413660049438477,0.006587999999999999,36,432,0
deepseek-chat,ssrf_vulnerable_code,True,0.6,13.608134984970093,8.568e-05,130,241,0
grok-4,ssrf_vulnerable_code,True,0.6,17.001350164413452,0.007152,799,317,0
gpt-5,ssrf_vulnerable_code,True,0.45,21.045204877853394,0.011145,145,714,859
gemini-2.0-flash-lite,ssrf_vulnerable_code,False,0.0,0.14578008651733398,,0,0,0
grok-3,ssrf_vulnerable_code,True,0.85,21.496653079986572,0.011892000000000002,124,768,0
gpt-5-mini,ssrf_vulnerable_code,True,0.8,9.502061128616333,0.002024,124,475,599
gemini-2.5-flash-lite,ssrf_vulnerable_code,True,1.0,5.74636697769165,0.00033517499999999995,134,2201,2336
claude-opus-4,ssrf_vulnerable_code,True,1.0,24.353368043899536,0.12029999999999999,155,1573,1728
gemini-2.5-flash,reflected_xss,False,0.0,0.08256077766418457,,0,0,0
deepseek-chat,ssrf_vulnerable_code,True,0.8,11.736552000045776,7.028e-05,130,186,0
grok-code-fast-1,ssrf_vulnerable_code,True,0.2,5.518260955810547,0.00043560000000000007,318,248,0
grok-3-mini,ssrf_vulnerable_code,True,0.0,10.343053102493286,5.9e-05,125,43,0
gpt-4o-mini,ssrf_vulnerable_code,True,0.65,15.446269989013672,0.00050535,125,811,936
grok-3,ssrf_vulnerable_code,True,0.8,18.741214990615845,0.011892000000000002,124,768,0
claude-sonnet-4,ssrf_vulnerable_code,True,1.0,22.968312978744507,0.021840000000000002,155,1425,1580
gemini-2.0-flash,reflected_xss,False,0.0,0.08610296249389648,,0,0,0
deepseek-chat,reflected_xss,True,0.6,5.038406848907471,2.114e-05,103,24,0
deepseek-reasoner,ssrf_vulnerable_code,True,0.0,33.791337966918945,0.00175342,130,768,0
claude-opus-4,reflected_xss,True,0.65,14.26827073097229,0.06700500000000001,117,870,987
gpt-5,reflected_xss,True,0.8,14.904858827590942,0.00459,120,282,402
deepseek-reasoner,reflected_xss,True,0.6,10.823894023895264,0.00047932,103,193,0
gemini-2.0-flash-lite,reflected_xss,False,0.0,0.10954403877258301,,0,0,0
deepseek-chat,reflected_xss,True,0.6,4.054344892501831,2.0580000000000003e-05,103,22,0
grok-4,reflected_xss,True,0.4,18.550576210021973,0.008967,774,443,0
gemini-2.5-flash-lite,reflected_xss,True,0.45,5.271055221557617,0.00032535,96,2145,2242
gpt-4o,reflected_xss,True,0.8,13.181272983551025,0.00534,100,509,609
gemini-2.5-flash,dom_xss,False,0.0,0.08035993576049805,,0,0,0
grok-code-fast-1,reflected_xss,True,0.6,5.388113975524902,0.0004996,293,294,0
claude-sonnet-4,reflected_xss,True,0.65,14.909488916397095,0.014016,117,911,1028
grok-3,reflected_xss,True,1.0,21.942019939422607,0.011817000000000001,99,768,0
gpt-5,dom_xss,True,0.6,7.4336559772491455,0.007308,111,465,576
gpt-5-mini,reflected_xss,True,0.8,15.0034339427948,0.002043,99,486,585
grok-3-mini,reflected_xss,True,0.0,11.378657102584839,7.35e-05,100,87,0
gemini-2.0-flash,dom_xss,False,0.0,0.11071896553039551,,0,0,0
gpt-4o-mini,reflected_xss,True,0.8,17.30297589302063,0.000471,100,760,860
grok-3,reflected_xss,True,0.85,23.62958288192749,0.011817000000000001,99,768,0
gpt-4o,dom_xss,True,0.6,7.561671018600464,0.00513,112,485,597
deepseek-chat,dom_xss,True,0.6,10.13239073753357,6.118000000000001e-05,109,164,0
grok-3,dom_xss,True,0.8,14.410325050354004,0.011853,111,768,0
gemini-2.0-flash-lite,dom_xss,False,0.0,0.08288788795471191,,0,0,0
claude-opus-4,dom_xss,True,1.0,15.886566877365112,0.06718500000000001,124,871,995
gemini-2.5-flash-lite,dom_xss,True,0.6,5.129701137542725,0.0003424875,117,2254,2371
grok-code-fast-1,dom_xss,True,0.6,5.106549978256226,0.0007915,305,487,0
grok-4,dom_xss,True,0.6,20.172003746032715,0.008388,786,402,0
gemini-2.5-flash,csrf_vulnerability,False,0.0,0.0771787166595459,,0,0,0
deepseek-chat,dom_xss,True,0.6,11.298741102218628,6.958000000000001e-05,109,194,0
claude-sonnet-4,dom_xss,True,0.8,16.188600063323975,0.014262,124,926,1050
grok-3,dom_xss,True,0.8,17.605441093444824,0.011853,111,768,0
gpt-5-mini,dom_xss,True,0.6,11.932564973831177,0.0020510000000000003,111,485,596
deepseek-reasoner,dom_xss,True,0.6,21.495383977890015,0.00109144,109,471,0
grok-3-mini,dom_xss,True,0.0,11.98635196685791,4.01e-05,112,13,0
gemini-2.0-flash,csrf_vulnerability,False,0.0,0.09772205352783203,,0,0,0
gpt-4o-mini,dom_xss,True,0.6,13.965693950653076,0.00039659999999999994,112,633,745
deepseek-chat,csrf_vulnerability,True,0.2,6.662450075149536,4.1020000000000004e-05,125,84,0
deepseek-chat,csrf_vulnerability,True,0.2,6.1447529792785645,3.822e-05,125,74,0
deepseek-reasoner,csrf_vulnerability,True,0.2,11.45468521118164,0.00052646,125,209,0
grok-4,csrf_vulnerability,True,0.0,16.703579902648926,0.007316999999999999,794,329,0
gemini-2.0-flash-lite,csrf_vulnerability,False,0.0,0.10108494758605957,,0,0,0
gpt-5-mini,csrf_vulnerability,True,0.0,7.760089159011841,0.001915,119,449,568
gemini-2.5-flash-lite,csrf_vulnerability,True,0.2,5.306511878967285,0.00035985,148,2362,2510
gpt-5,csrf_vulnerability,True,0.4,22.069324731826782,0.006525,140,407,547
claude-opus-4,csrf_vulnerability,True,0.4,21.21043586730957,0.09294,156,1208,1364
gemini-2.5-flash,session_fixation,False,0.0,0.07660603523254395,,0,0,0
gpt-4o,csrf_vulnerability,True,0.0,18.039627075195312,0.00698,120,668,788
gpt-5,session_fixation,True,0.0,5.486937761306763,0.007200000000000001,120,456,576
grok-code-fast-1,csrf_vulnerability,True,0.0,6.631057024002075,0.0005921,313,353,0
claude-sonnet-4,csrf_vulnerability,True,0.4,22.107192039489746,0.016758,156,1086,1242
gpt-4o-mini,csrf_vulnerability,True,0.05,13.417997121810913,0.0004842,120,777,897
grok-3,csrf_vulnerability,True,0.25,25.257086992263794,0.011877,119,768,0
gemini-2.0-flash,session_fixation,False,0.0,0.10811805725097656,,0,0,0
grok-3,csrf_vulnerability,True,0.0,22.171722888946533,0.011877,119,768,0
grok-3-mini,csrf_vulnerability,True,0.0,12.93871021270752,7.65e-05,120,81,0
gpt-4o,session_fixation,True,0.6,6.899304151535034,0.0053625,121,506,627
deepseek-chat,session_fixation,True,0.6,8.196251153945923,4.3960000000000006e-05,122,96,0
deepseek-chat,session_fixation,True,0.4,5.324710845947266,3.0520000000000006e-05,122,48,0
gemini-2.0-flash-lite,session_fixation,False,0.0,0.08556008338928223,,0,0,0
gpt-5-mini,session_fixation,True,0.6,7.247032880783081,0.00214,120,505,625
grok-3,session_fixation,True,0.4,15.97533106803894,0.01188,120,768,0
claude-opus-4,session_fixation,True,0.6,17.49991512298584,0.08388,137,1091,1228
gemini-2.5-flash-lite,session_fixation,True,0.8,5.8979432582855225,0.000353025,134,2320,2454
gemini-2.5-flash,race_condition,False,0.0,0.07955408096313477,,0,0,0
grok-3,session_fixation,True,0.4,11.789572715759277,0.01188,120,768,0
grok-4,session_fixation,True,0.0,19.821744203567505,0.00831,795,395,0
grok-code-fast-1,session_fixation,True,0.2,4.994146823883057,0.0006868,314,416,0
claude-sonnet-4,session_fixation,True,0.8,18.619493007659912,0.016971,137,1104,1241
grok-3-mini,session_fixation,True,0.0,11.335695028305054,9.98e-05,121,127,0
gpt-4o-mini,session_fixation,True,0.4,16.801470279693604,0.00051375,121,826,947
gemini-2.0-flash,race_condition,False,0.0,0.08669471740722656,,0,0,0
deepseek-chat,race_condition,True,0.1,10.155972719192505,6.706000000000001e-05,171,154,0
